,Date,HomeTeam,AwayTeam,RunsHome,RunsAway,Inn,Win,Loss,Save,Time,Attendance
85,"Saturday, Jul 3",OAK,BOS,7.0,6.0,12.0,Wendelken,Andriese,None,4:24,16297.0
86,"Sunday, Jul 4",OAK,BOS,0.0,1.0,9.0,Pivetta,Kaprielian,Barnes,2:52,13070.0
93,"Friday, Jul 16",OAK,CLE,5.0,4.0,9.0,Romo,Clase,None,2:58,12361.0
94,"Saturday, Jul 17",OAK,CLE,2.0,3.0,9.0,Quantrill,Montas,Karinchak,3:11,11374.0
95,"Sunday, Jul 18",OAK,CLE,2.0,4.0,9.0,Plesac,Bassitt,Shaw,2:55,8572.0
96,"Monday, Jul 19",OAK,LAA,4.0,1.0,9.0,Irvin,Cishek,Trivino,2:51,14856.0
97,"Tuesday, Jul 20",OAK,LAA,6.0,0.0,9.0,Kaprielian,Suarez,None,3:01,9154.0
108,"Tuesday, Aug 3",OAK,SDP,1.0,8.0,9.0,Snell,Manaea,None,3:20,11985.0
109,"Wednesday, Aug 4",OAK,SDP,5.0,4.0,10.0,Trivino,Hill,None,3:23,10648.0
110,"Friday, Aug 6",OAK,TEX,4.0,1.0,11.0,Petit,Herget,None,3:30,9022.0
111,"Saturday, Aug 7",OAK,TEX,12.0,3.0,9.0,Irvin,Anderson,None,3:04,10082.0
112,"Sunday, Aug 8",OAK,TEX,6.0,3.0,9.0,Kaprielian,Lyles,Trivino,3:00,9548.0
123,"Friday, Aug 20",OAK,SFG,4.0,1.0,9.0,Kaprielian,Wood,Trivino,3:06,40133.0
124,"Saturday, Aug 21",OAK,SFG,5.0,6.0,9.0,Rogers,Trivino,McGee,3:33,36230.0
125,"Sunday, Aug 22",OAK,SFG,1.0,2.0,9.0,Leone,Puk,McGee,3:10,30345.0
126,"Monday, Aug 23",OAK,SEA,3.0,5.0,9.0,Misiewicz,Trivino,Sewald,3:07,4140.0
127,"Tuesday, Aug 24",OAK,SEA,1.0,5.0,9.0,Flexen,Irvin,Steckenrider,3:09,4508.0
128,"Thursday, Aug 26",OAK,NYY,6.0,7.0,9.0,Loaisiga,Trivino,Chapman,3:43,8147.0
129,"Friday, Aug 27",OAK,NYY,2.0,8.0,9.0,Cole,Manaea,None,3:27,22463.0
130,"Saturday, Aug 28",OAK,NYY,3.0,2.0,9.0,Montas,Cortes,Romo,2:45,18337.0
131,"Sunday, Aug 29",OAK,NYY,3.0,1.0,9.0,Guerra,Green,Chafin,3:12,18468.0
138,"Tuesday, Sep 7",OAK,CHW,3.0,6.0,9.0,Lambert,Puk,Hendriks,3:20,4556.0
139,"Wednesday, Sep 8",OAK,CHW,5.0,1.0,9.0,Montas,Keuchel,None,2:50,8147.0
140,"Thursday, Sep 9",OAK,CHW,3.0,1.0,9.0,Manaea,Lopez,Chafin,2:41,5078.0
141,"Friday, Sep 10",OAK,TEX,10.0,5.0,9.0,Guerra,Otto,None,3:25,7157.0
142,"Saturday, Sep 11",OAK,TEX,6.0,8.0,9.0,Martin,Chafin,Barlow,2:46,7945.0
143,"Sunday, Sep 12",OAK,TEX,3.0,4.0,9.0,Hearn,Kaprielian,Barlow,3:04,6983.0
150,"Monday, Sep 20",OAK,SEA,2.0,4.0,9.0,Anderson,Manaea,Sewald,2:47,4068.0
151,"Tuesday, Sep 21",OAK,SEA,2.0,5.0,9.0,Gonzales,Blackburn,Steckenrider,2:59,4246.0
152,"Wednesday, Sep 22",OAK,SEA,1.0,4.0,9.0,Flexen,Irvin,Steckenrider,2:58,4149.0
153,"Thursday, Sep 23",OAK,SEA,5.0,6.0,9.0,Smith,Diekman,Sewald,3:16,4966.0
154,"Friday, Sep 24",OAK,HOU,14.0,2.0,9.0,Montas,Bielak,None,3:46,21105.0
155,"Saturday, Sep 25",OAK,HOU,2.0,1.0,9.0,Chafin,Pressly,None,2:49,13037.0
156,"Sunday, Sep 26",OAK,HOU,4.0,3.0,9.0,Trivino,Stanek,None,3:37,12288.0
1,"Thursday, Apr 1",SEA,SFG,8.0,7.0,10.0,Misiewicz,Alvarez,None,3:45,8174.0
2,"Friday, Apr 2",SEA,SFG,3.0,6.0,9.0,Peralta,Steckenrider,McGee,3:16,8392.0
3,"Saturday, Apr 3",SEA,SFG,4.0,0.0,9.0,Flexen,Webb,Montero,2:59,8651.0
4,"Monday, Apr 5",SEA,CHW,0.0,6.0,9.0,Rodon,Sheffield,None,3:23,6436.0
5,"Tuesday, Apr 6",SEA,CHW,4.0,10.0,9.0,Giolito,Margevicius,None,3:45,7980.0
6,"Wednesday, Apr 7",SEA,CHW,8.0,4.0,9.0,Vest,Foster,None,3:49,7429.0
14,"Friday, Apr 16",SEA,HOU,6.0,5.0,9.0,Misiewicz,Stanek,None,3:04,8967.0
15,"Saturday, Apr 17",SEA,HOU,0.0,1.0,9.0,Greinke,Flexen,Pressly,2:36,8960.0
16,"Sunday, Apr 18",SEA,HOU,7.0,2.0,9.0,Newsome,Odorizzi,None,3:19,8959.0
17,"Monday, Apr 19",SEA,LAD,4.0,3.0,9.0,Sheffield,May,Montero,3:11,8999.0
18,"Tuesday, Apr 20",SEA,LAD,0.0,1.0,9.0,Urias,Gonzales,Jansen,2:28,8998.0
27,"Friday, Apr 30",SEA,LAA,7.0,4.0,9.0,Steckenrider,Heaney,None,3:20,8632.0
28,"Saturday, May 1",SEA,LAA,5.0,10.0,9.0,Canning,Newsome,None,3:16,8993.0
29,"Sunday, May 2",SEA,LAA,2.0,0.0,9.0,Sheffield,Bundy,Montero,3:05,9000.0
30,"Monday, May 3",SEA,BAL,3.0,5.0,9.0,Sulser,Misiewicz,Valdez,2:55,5776.0
31,"Tuesday, May 4",SEA,BAL,5.0,2.0,9.0,Montero,Lakins,None,3:15,6504.0
32,"Wednesday, May 5",SEA,BAL,0.0,6.0,9.0,Means,Kikuchi,None,2:25,6742.0
38,"Thursday, May 13",SEA,CLE,2.0,4.0,9.0,Plesac,Gilbert,Shaw,2:36,9880.0
39,"Friday, May 14",SEA,CLE,7.0,3.0,9.0,Flexen,Civale,Montero,3:06,10014.0
40,"Saturday, May 15",SEA,CLE,7.0,3.0,9.0,Sheffield,McKenzie,None,3:09,10311.0
41,"Sunday, May 16",SEA,CLE,3.0,2.0,9.0,Sewald,Bieber,Graveman,3:36,10287.0
42,"Monday, May 17",SEA,DET,1.0,4.0,9.0,Mize,Kikuchi,Fulmer,2:34,7201.0
43,"Tuesday, May 18",SEA,DET,0.0,5.0,9.0,Turnbull,Dunn,None,2:44,6883.0
44,"Wednesday, May 19",SEA,DET,2.0,6.0,9.0,Skubal,Gilbert,None,3:11,8462.0
51,"Thursday, May 27",SEA,TEX,5.0,0.0,9.0,Flexen,Allard,None,2:35,9008.0
52,"Friday, May 28",SEA,TEX,3.0,2.0,9.0,Sheffield,Lyles,Swanson,2:46,10605.0
53,"Saturday, May 29",SEA,TEX,3.0,2.0,9.0,Zamora,Foltynewicz,Montero,2:43,11071.0
54,"Sunday, May 30",SEA,TEX,4.0,2.0,9.0,Kikuchi,Yang,Middleton,3:00,11198.0
55,"Monday, May 31",SEA,OAK,6.0,5.0,10.0,Zamora,Trivino,None,3:31,11112.0
56,"Tuesday, Jun 1",SEA,OAK,6.0,12.0,9.0,Luzardo,Sewald,None,3:33,9160.0
57,"Wednesday, Jun 2",SEA,OAK,0.0,6.0,9.0,Manaea,Flexen,None,2:37,9588.0
68,"Monday, Jun 14",SEA,MIN,4.0,3.0,9.0,Sewald,Robles,Steckenrider,3:10,9185.0
69,"Tuesday, Jun 15",SEA,MIN,10.0,0.0,9.0,Flexen,Happ,None,2:53,7669.0
70,"Wednesday, Jun 16",SEA,MIN,2.0,7.0,9.0,Thielbar,Sheffield,None,2:54,8098.0
71,"Thursday, Jun 17",SEA,TBR,6.0,5.0,9.0,Santiago,Fairbanks,None,3:08,9092.0
72,"Friday, Jun 18",SEA,TBR,5.0,1.0,9.0,Kikuchi,Wacha,None,2:48,12654.0
73,"Saturday, Jun 19",SEA,TBR,6.0,5.0,10.0,Montero,Feyereisen,None,3:02,14772.0
74,"Sunday, Jun 20",SEA,TBR,6.0,2.0,10.0,Montero,Castillo,None,3:08,18172.0
75,"Tuesday, Jun 22",SEA,COL,2.0,1.0,9.0,Sewald,Kinley,Graveman,2:39,12879.0
76,"Wednesday, Jun 23",SEA,COL,2.0,5.0,9.0,Marquez,Sheffield,Bard,3:00,11141.0
83,"Friday, Jul 2",SEA,TEX,5.0,4.0,10.0,Misiewicz,Hearn,None,4:19,28638.0
84,"Saturday, Jul 3",SEA,TEX,3.0,7.0,9.0,Lyles,Gonzales,None,3:12,16046.0
85,"Sunday, Jul 4",SEA,TEX,4.0,1.0,9.0,Flexen,Foltynewicz,Graveman,2:22,15146.0
86,"Tuesday, Jul 6",SEA,NYY,1.0,12.0,9.0,Taillon,Sheffield,None,3:37,16547.0
87,"Wednesday, Jul 7",SEA,NYY,4.0,5.0,9.0,Cessa,Kikuchi,Green,3:02,17205.0
88,"Thursday, Jul 8",SEA,NYY,4.0,0.0,9.0,Gilbert,Montgomery,None,2:27,17524.0
89,"Friday, Jul 9",SEA,LAA,7.0,3.0,9.0,Steckenrider,Mayers,None,3:31,20381.0
90,"Saturday, Jul 10",SEA,LAA,2.0,0.0,9.0,Flexen,Sandoval,Sewald,2:50,27353.0
91,"Sunday, Jul 11",SEA,LAA,1.0,7.0,9.0,Suarez,Ramirez,Iglesias,3:32,23348.0
97,"Thursday, Jul 22",SEA,OAK,1.0,4.0,9.0,Manaea,Flexen,Trivino,3:23,18553.0
98,"Friday, Jul 23",SEA,OAK,4.0,3.0,9.0,Sewald,Diekman,Graveman,3:17,21312.0
99,"Saturday, Jul 24",SEA,OAK,5.0,4.0,9.0,Graveman,Trivino,None,3:26,30843.0
100,"Sunday, Jul 25",SEA,OAK,4.0,3.0,9.0,Gonzales,Irvin,Steckenrider,3:07,21501.0
101,"Monday, Jul 26",SEA,HOU,11.0,8.0,9.0,Graveman,Stanek,Sewald,3:54,15162.0
102,"Tuesday, Jul 27",SEA,HOU,6.0,8.0,9.0,McCullers,Flexen,None,3:26,18930.0
103,"Wednesday, Jul 28",SEA,HOU,4.0,11.0,9.0,Odorizzi,Kikuchi,None,4:14,18908.0
114,"Tuesday, Aug 10",SEA,TEX,4.0,5.0,10.0,Martin,Swanson,None,3:28,15412.0
115,"Wednesday, Aug 11",SEA,TEX,2.0,1.0,9.0,Steckenrider,Santana,None,3:12,15789.0
116,"Thursday, Aug 12",SEA,TEX,3.0,1.0,9.0,Gonzales,Foltynewicz,None,2:08,14031.0
117,"Friday, Aug 13",SEA,TOR,3.0,2.0,9.0,Steckenrider,Cimber,None,3:00,28207.0
118,"Saturday, Aug 14",SEA,TOR,9.0,3.0,9.0,Middleton,Ryu,None,3:32,26020.0
119,"Sunday, Aug 15",SEA,TOR,3.0,8.0,9.0,Matz,Gilbert,None,3:05,22679.0
128,"Thursday, Aug 26",SEA,KCR,4.0,6.0,9.0,Santana,Smith,Barlow,3:26,16882.0
129,"Friday, Aug 27",SEA,KCR,7.0,8.0,12.0,Staumont,Ramirez,None,4:40,22953.0
130,"Saturday, Aug 28",SEA,KCR,2.0,4.0,9.0,Payamps,Anderson,Barlow,3:13,24575.0
131,"Sunday, Aug 29",SEA,KCR,4.0,3.0,9.0,Gonzales,Zuber,Steckenrider,2:51,20044.0
132,"Monday, Aug 30",SEA,HOU,3.0,4.0,9.0,Maton,Smith,Pressly,3:35,11630.0
133,"Tuesday, Aug 31",SEA,HOU,4.0,0.0,9.0,Sewald,Graveman,None,3:13,10452.0
134,"Wednesday, Sep 1",SEA,HOU,1.0,0.0,9.0,Sheffield,Odorizzi,Sewald,3:17,10519.0
141,"Friday, Sep 10",SEA,ARI,5.0,4.0,9.0,Gonzales,Bumgarner,Steckenrider,2:38,14379.0
142,"Saturday, Sep 11",SEA,ARI,3.0,7.0,9.0,Castellanos,Flexen,None,2:57,15483.0
143,"Sunday, Sep 12",SEA,ARI,4.0,5.0,9.0,Gilbert,Misiewicz,Wendelken,3:03,13551.0
144,"Monday, Sep 13",SEA,BOS,5.0,4.0,9.0,Castillo,Brasier,Steckenrider,3:11,18219.0
145,"Tuesday, Sep 14",SEA,BOS,4.0,8.0,9.0,Ottavino,Smith,None,3:59,19887.0
146,"Wednesday, Sep 15",SEA,BOS,4.0,9.0,10.0,Ottavino,Swanson,None,3:58,17860.0
157,"Monday, Sep 27",SEA,OAK,13.0,4.0,9.0,Flexen,Irvin,None,3:20,11169.0
158,"Tuesday, Sep 28",SEA,OAK,4.0,2.0,9.0,Misiewicz,Petit,Steckenrider,3:08,12635.0
159,"Wednesday, Sep 29",SEA,OAK,,,,,,,,
160,"Friday, Oct 1",SEA,LAA,,,,,,,,
161,"Saturday, Oct 2",SEA,LAA,,,,,,,,
162,"Sunday, Oct 3",SEA,LAA,,,,,,,,
7,"Friday, Apr 9",TBR,NYY,10.0,5.0,9.0,Hill,Kluber,None,2:53,9021.0
8,"Saturday, Apr 10",TBR,NYY,4.0,0.0,9.0,Kittredge,German,None,3:04,6270.0
9,"Sunday, Apr 11",TBR,NYY,4.0,8.0,10.0,Chapman,McHugh,None,3:42,6965.0
10,"Monday, Apr 12",TBR,TEX,1.0,0.0,9.0,Glasnow,Hearn,Castillo,2:42,3627.0
11,"Tuesday, Apr 13",TBR,TEX,3.0,8.0,9.0,Gibson,Yarbrough,None,2:43,4753.0
12,"Wednesday, Apr 14",TBR,TEX,1.0,5.0,9.0,Arihara,Fleming,None,2:58,3021.0
13,"Thursday, Apr 15",TBR,TEX,4.0,6.0,10.0,Sborz,Reed,Kennedy,3:44,4217.0
20,"Friday, Apr 23",TBR,TOR,3.0,5.0,9.0,Matz,Glasnow,Dolis,2:46,5564.0
21,"Saturday, Apr 24",TBR,TOR,5.0,3.0,9.0,Thompson,Romano,Kittredge,3:10,6688.0
22,"Sunday, Apr 25",TBR,TOR,0.0,1.0,9.0,Mayza,Fleming,Dolis,3:13,6372.0
23,"Monday, Apr 26",TBR,OAK,1.0,2.0,9.0,Manaea,Hill,Trivino,2:51,2981.0
24,"Tuesday, Apr 27",TBR,OAK,4.0,3.0,9.0,Springs,Montas,Castillo,2:56,2924.0
25,"Wednesday, Apr 28",TBR,OAK,2.0,0.0,9.0,Glasnow,Irvin,Castillo,2:45,3374.0
26,"Thursday, Apr 29",TBR,OAK,2.0,3.0,9.0,Diekman,Castillo,Trivino,3:04,3737.0
27,"Friday, Apr 30",TBR,HOU,2.0,9.0,9.0,McCullers,Yarbrough,None,3:10,6169.0
28,"Saturday, May 1",TBR,HOU,1.0,3.0,9.0,Urquidy,Fleming,Pressly,2:40,7335.0
29,"Sunday, May 2",TBR,HOU,5.0,4.0,9.0,Springs,Raley,Castillo,3:21,6933.0
37,"Tuesday, May 11",TBR,NYY,1.0,3.0,9.0,Montgomery,Patino,Chapman,2:50,5441.0
38,"Wednesday, May 12",TBR,NYY,0.0,1.0,9.0,Cole,Thompson,Chapman,2:36,5668.0
39,"Thursday, May 13",TBR,NYY,9.0,1.0,9.0,Hill,Taillon,None,3:05,6229.0
40,"Friday, May 14",TBR,NYM,3.0,2.0,9.0,Fairbanks,Castro,None,2:54,7123.0
41,"Saturday, May 15",TBR,NYM,12.0,5.0,9.0,McClanahan,Lucchesi,None,3:01,7536.0
42,"Sunday, May 16",TBR,NYM,7.0,1.0,9.0,Fleming,Stroman,None,2:32,7355.0
50,"Tuesday, May 25",TBR,KCR,1.0,2.0,9.0,Keller,Hill,Zimmer,2:29,4946.0
51,"Wednesday, May 26",TBR,KCR,2.0,1.0,10.0,Feyereisen,Zuber,None,2:55,4973.0
52,"Thursday, May 27",TBR,KCR,7.0,2.0,9.0,McClanahan,Singer,None,2:38,5519.0
53,"Saturday, May 29",TBR,PHI,5.0,3.0,9.0,Castillo,Coonrod,Feyereisen,3:06,7316.0
54,"Sunday, May 30",TBR,PHI,6.0,2.0,9.0,Fleming,Eflin,None,3:12,7479.0
62,"Tuesday, Jun 8",TBR,WSN,3.0,1.0,9.0,Glasnow,Suero,Castillo,3:21,7173.0
63,"Wednesday, Jun 9",TBR,WSN,7.0,9.0,11.0,Hand,Castillo,Rainey,4:19,7616.0
64,"Friday, Jun 11",TBR,BAL,4.0,2.0,9.0,Yarbrough,Akin,Fairbanks,2:54,6211.0
65,"Saturday, Jun 12",TBR,BAL,5.0,4.0,9.0,McHugh,Lopez,Castillo,3:00,9225.0
66,"Sunday, Jun 13",TBR,BAL,7.0,1.0,9.0,Fleming,Zimmermann,None,2:48,9101.0
74,"Tuesday, Jun 22",TBR,BOS,5.0,9.0,11.0,Hernandez,Fairbanks,None,4:21,12994.0
75,"Wednesday, Jun 23",TBR,BOS,8.0,2.0,9.0,Hill,Richards,None,3:31,9088.0
76,"Thursday, Jun 24",TBR,BOS,1.0,0.0,9.0,Feyereisen,Barnes,None,3:02,10961.0
77,"Friday, Jun 25",TBR,LAA,4.0,3.0,9.0,McHugh,Suarez,Castillo,2:53,7909.0
78,"Saturday, Jun 26",TBR,LAA,13.0,3.0,9.0,McClanahan,Cobb,None,2:52,16699.0
79,"Sunday, Jun 27",TBR,LAA,4.0,6.0,9.0,Watson,Wisler,Iglesias,3:26,12764.0
85,"Monday, Jul 5",TBR,CLE,9.0,8.0,9.0,Fairbanks,Clase,None,3:39,8832.0
86,"Wednesday, Jul 7 (1)",TBR,CLE,8.0,1.0,7.0,Wacha,Mejia,None,2:13,
87,"Wednesday, Jul 7 (2)",TBR,CLE,4.0,0.0,7.0,Fleming,Hentges,None,2:04,10905.0
88,"Friday, Jul 9",TBR,TOR,7.0,1.0,9.0,Kittredge,Manoah,None,3:31,8551.0
89,"Saturday, Jul 10",TBR,TOR,5.0,2.0,9.0,Yarbrough,Stripling,Castillo,3:19,9954.0
90,"Sunday, Jul 11",TBR,TOR,1.0,3.0,9.0,Ray,Hill,Romano,2:32,11233.0
94,"Monday, Jul 19",TBR,BAL,1.0,6.0,9.0,Watkins,Yarbrough,None,3:09,9922.0
95,"Tuesday, Jul 20",TBR,BAL,9.0,3.0,9.0,McClanahan,Means,None,3:00,10399.0
96,"Wednesday, Jul 21",TBR,BAL,5.0,4.0,9.0,McHugh,Scott,None,2:51,8968.0
101,"Tuesday, Jul 27",TBR,NYY,3.0,4.0,9.0,Montgomery,McClanahan,Chapman,3:38,12678.0
102,"Wednesday, Jul 28",TBR,NYY,1.0,3.0,10.0,Green,Fairbanks,Chapman,3:25,11525.0
103,"Thursday, Jul 29",TBR,NYY,14.0,0.0,9.0,Patino,Cole,None,2:59,14134.0
104,"Friday, Jul 30",TBR,BOS,7.0,3.0,9.0,Fleming,Perez,None,3:11,11109.0
105,"Saturday, Jul 31",TBR,BOS,9.0,5.0,9.0,Kittredge,Eovaldi,None,3:34,20521.0
106,"Sunday, Aug 1",TBR,BOS,3.0,2.0,9.0,McClanahan,Pivetta,Wisler,2:51,17816.0
107,"Monday, Aug 2",TBR,SEA,2.0,8.0,9.0,Flexen,Wacha,None,3:20,5855.0
108,"Tuesday, Aug 3",TBR,SEA,2.0,4.0,9.0,Kikuchi,Patino,Castillo,3:12,10071.0
109,"Wednesday, Aug 4",TBR,SEA,4.0,3.0,9.0,Fleming,Gilbert,Sherriff,2:39,9701.0
119,"Monday, Aug 16",TBR,BAL,9.0,2.0,9.0,Fleming,Harvey,None,2:53,5460.0
120,"Tuesday, Aug 17",TBR,BAL,10.0,0.0,9.0,Ellis,Means,None,2:55,4795.0
121,"Wednesday, Aug 18",TBR,BAL,8.0,4.0,9.0,Yarbrough,Watkins,None,3:09,6673.0
122,"Thursday, Aug 19",TBR,BAL,7.0,2.0,9.0,McClanahan,Lopez,None,2:49,5826.0
123,"Friday, Aug 20",TBR,CHW,5.0,7.0,11.0,Hendriks,Kittredge,Tepera,3:49,13178.0
124,"Saturday, Aug 21",TBR,CHW,8.0,4.0,9.0,Patino,Keuchel,McHugh,2:27,22275.0
125,"Sunday, Aug 22",TBR,CHW,9.0,0.0,9.0,Armstrong,Lopez,Fleming,3:05,16696.0
131,"Monday, Aug 30",TBR,BOS,6.0,1.0,9.0,Patino,Pivetta,None,3:20,6753.0
132,"Tuesday, Aug 31",TBR,BOS,8.0,5.0,9.0,Yarbrough,Peacock,Kittredge,3:08,6868.0
133,"Wednesday, Sep 1",TBR,BOS,2.0,3.0,9.0,Whitlock,Fairbanks,Ottavino,3:13,7808.0
134,"Thursday, Sep 2",TBR,BOS,0.0,4.0,9.0,Rodriguez,McClanahan,Richards,2:55,7923.0
135,"Friday, Sep 3",TBR,MIN,5.0,3.0,9.0,Wacha,Dobnak,Kittredge,2:25,8864.0
136,"Saturday, Sep 4",TBR,MIN,11.0,4.0,9.0,Archer,Albers,Enns,3:09,13861.0
137,"Sunday, Sep 5",TBR,MIN,5.0,6.0,9.0,Duffey,Kittredge,Colome,3:32,14165.0
147,"Thursday, Sep 16",TBR,DET,5.0,2.0,9.0,Enns,Alexander,None,2:38,10206.0
148,"Friday, Sep 17",TBR,DET,7.0,4.0,10.0,Kittredge,Garcia,None,3:17,16451.0
149,"Saturday, Sep 18",TBR,DET,3.0,4.0,9.0,Urena,Yarbrough,Fulmer,2:50,22921.0
150,"Sunday, Sep 19",TBR,DET,0.0,2.0,9.0,Peralta,McClanahan,Funkhouser,2:44,17948.0
151,"Monday, Sep 20",TBR,TOR,6.0,4.0,9.0,Baz,Ray,Enns,3:23,10119.0
152,"Tuesday, Sep 21",TBR,TOR,2.0,4.0,9.0,Manoah,Anderson,Romano,3:19,9888.0
153,"Wednesday, Sep 22",TBR,TOR,7.0,1.0,9.0,Chargois,Stripling,None,3:20,10994.0
154,"Friday, Sep 24",TBR,MIA,8.0,0.0,9.0,Yarbrough,Cabrera,None,2:59,15340.0
155,"Saturday, Sep 25",TBR,MIA,7.0,3.0,9.0,McClanahan,Alcantara,None,2:59,23783.0
156,"Sunday, Sep 26",TBR,MIA,3.0,2.0,9.0,Baz,Luzardo,Anderson,2:54,20826.0
4,"Monday, Apr 5",TEX,TOR,2.0,6.0,9.0,Matz,Foltynewicz,None,3:04,38238.0
5,"Tuesday, Apr 6",TEX,TOR,7.0,4.0,9.0,Dunning,Roark,Kennedy,2:33,18585.0
6,"Wednesday, Apr 7",TEX,TOR,2.0,1.0,9.0,Gibson,Ryu,Kennedy,2:33,16876.0
7,"Friday, Apr 9",TEX,SDP,0.0,3.0,9.0,Musgrove,Arihara,None,2:46,27575.0
8,"Saturday, Apr 10",TEX,SDP,4.0,7.0,9.0,Weathers,Benjamin,Melancon,3:15,35856.0
9,"Sunday, Apr 11",TEX,SDP,0.0,2.0,9.0,Stammen,Foltynewicz,Melancon,3:16,26723.0
14,"Friday, Apr 16",TEX,BAL,2.0,5.0,9.0,Lopez,Foltynewicz,Valdez,2:32,22173.0
15,"Saturday, Apr 17",TEX,BAL,1.0,6.0,9.0,Lakins,Rodriguez,None,3:05,29338.0
16,"Sunday, Apr 18",TEX,BAL,1.0,0.0,10.0,King,Lakins,None,3:00,24267.0
23,"Monday, Apr 26",TEX,LAA,4.0,9.0,9.0,Ohtani,Lyles,None,3:06,17766.0
24,"Tuesday, Apr 27",TEX,LAA,6.0,1.0,9.0,Foltynewicz,Quintana,None,2:50,16103.0
25,"Wednesday, Apr 28",TEX,LAA,3.0,4.0,9.0,Rodriguez,Dunning,Iglesias,2:48,17875.0
26,"Thursday, Apr 29",TEX,BOS,4.0,1.0,9.0,Gibson,Perez,Kennedy,2:49,23640.0
27,"Friday, Apr 30",TEX,BOS,1.0,6.0,9.0,Eovaldi,Arihara,None,2:45,28267.0
28,"Saturday, May 1",TEX,BOS,8.0,6.0,9.0,Sborz,Andriese,Kennedy,3:19,35129.0
29,"Sunday, May 2",TEX,BOS,5.0,3.0,9.0,Sborz,Ottavino,Kennedy,2:57,29190.0
34,"Friday, May 7",TEX,SEA,4.0,5.0,9.0,Flexen,Sborz,Graveman,2:57,26047.0
35,"Saturday, May 8",TEX,SEA,9.0,8.0,9.0,King,Misiewicz,Kennedy,3:25,26616.0
36,"Sunday, May 9",TEX,SEA,10.0,2.0,9.0,Dunning,Sheffield,None,3:03,30632.0
43,"Monday, May 17",TEX,NYY,5.0,2.0,9.0,Lyles,Cole,Kennedy,2:38,28040.0
44,"Tuesday, May 18",TEX,NYY,4.0,7.0,9.0,Peralta,Foltynewicz,Chapman,3:31,26522.0
45,"Wednesday, May 19",TEX,NYY,0.0,2.0,9.0,Kluber,Yang,None,2:22,31689.0
46,"Thursday, May 20",TEX,NYY,0.0,2.0,9.0,German,King,Chapman,2:49,27581.0
47,"Friday, May 21",TEX,HOU,7.0,5.0,10.0,Hearn,Abreu,None,4:08,30445.0
48,"Saturday, May 22",TEX,HOU,8.0,4.0,9.0,Allard,Scrubb,None,3:24,38055.0
49,"Sunday, May 23",TEX,HOU,3.0,2.0,10.0,King,Pressly,None,3:39,36444.0
59,"Friday, Jun 4",TEX,TBR,5.0,4.0,9.0,Gibson,Fleming,Kennedy,2:47,30635.0
60,"Saturday, Jun 5",TEX,TBR,0.0,3.0,9.0,Hill,Allard,Castillo,2:43,27237.0
61,"Sunday, Jun 6",TEX,TBR,1.0,7.0,9.0,Feyereisen,King,None,3:45,26442.0
62,"Tuesday, Jun 8",TEX,SFG,4.0,9.0,9.0,Alvarez,Rodriguez,None,3:28,24938.0
63,"Wednesday, Jun 9",TEX,SFG,4.0,3.0,11.0,Martin,McGee,None,3:28,25803.0
69,"Friday, Jun 18",TEX,MIN,5.0,7.0,10.0,Robles,Sborz,Duffey,3:44,30304.0
70,"Saturday, Jun 19",TEX,MIN,2.0,3.0,9.0,Thielbar,King,Rogers,2:42,34044.0
71,"Sunday, Jun 20",TEX,MIN,2.0,4.0,9.0,Maeda,Dunning,Robles,3:07,34007.0
72,"Monday, Jun 21",TEX,OAK,8.0,3.0,9.0,Gibson,Montas,None,3:12,20259.0
73,"Tuesday, Jun 22",TEX,OAK,6.0,13.0,9.0,Irvin,Hearn,None,3:20,19185.0
74,"Wednesday, Jun 23",TEX,OAK,5.0,3.0,9.0,Martin,Petit,Rodriguez,2:43,21829.0
75,"Thursday, Jun 24",TEX,OAK,1.0,5.0,9.0,Bassitt,Allard,None,3:03,20432.0
76,"Friday, Jun 25",TEX,KCR,9.0,4.0,9.0,Dunning,Minor,None,2:51,30389.0
77,"Saturday, Jun 26",TEX,KCR,8.0,0.0,9.0,Gibson,Bubic,None,3:27,31612.0
78,"Sunday, Jun 27",TEX,KCR,4.0,1.0,9.0,Lyles,Singer,Kennedy,2:49,29046.0
85,"Monday, Jul 5",TEX,DET,3.0,7.0,9.0,Peralta,Allard,None,2:55,34484.0
86,"Tuesday, Jul 6",TEX,DET,10.0,5.0,9.0,King,Norris,None,2:50,24367.0
87,"Wednesday, Jul 7",TEX,DET,3.0,5.0,9.0,Funkhouser,Gibson,Soto,3:11,33043.0
88,"Friday, Jul 9",TEX,OAK,3.0,2.0,9.0,Lyles,Irvin,Kennedy,3:03,29619.0
89,"Saturday, Jul 10",TEX,OAK,4.0,8.0,11.0,Wendelken,Patton,None,3:55,30030.0
90,"Sunday, Jul 11",TEX,OAK,1.0,4.0,9.0,Bassitt,Allard,Trivino,2:39,30531.0
101,"Tuesday, Jul 27",TEX,ARI,5.0,4.0,9.0,Dunning,Widener,Kennedy,3:08,27336.0
102,"Wednesday, Jul 28",TEX,ARI,2.0,3.0,9.0,Bumgarner,Martin,Clippard,2:42,26607.0
103,"Friday, Jul 30",TEX,SEA,5.0,9.0,9.0,Gilbert,Allard,None,3:17,27542.0
104,"Saturday, Jul 31",TEX,SEA,5.0,4.0,10.0,Patton,Castillo,None,3:19,33463.0
105,"Sunday, Aug 1",TEX,SEA,4.0,3.0,9.0,Santana,Swanson,None,3:05,23664.0
